Post date,Post time,Type,Link,Description,Length of video,Views,Shares,Likes,WOW,Hearts,LOL,Sad,Mad,Comments,From,# Comment,Date of comment,Time of Comment,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,What of country with high rate of unemployment? IMF should first canvassed how to create jobs.,Edogun Jeremiah Grace,43,, · Reply · June 2 at 2:53am,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,In India 100% people does pay tax whatever in form of Direct or Indirect tax. and hope all the countries do pay the same.,Raghavendra Yadav,43,, · Reply · June 3 at 11:40am,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,"Quite an age Mr Oyerinde. Pls do inbox me Doyin's phone no, was my classmate in ascon, wld love to catch up. Tanx",Sam Oriola,43,, · Reply · June 4 at 11:40am,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,Advanced movement and trial for more effective investment and practical use plan.,Yoshitaka  Torii,43,, · Reply · May 23 at 12:12am,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1, I don't think this system is working working on Liberia. Instead it's the other way around.,Abdul Wahab Pussah Jr.,43,, · June 2 at 1:37am,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1," The one people have been paying, what has it been done with?",Nnaemeka Dominic,43,, · Reply · June 2 at 1:15am,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,"What country are they referring to this post,what will be future of their people and the society",Jimmy Lusano,43,, · Reply · May 22 at 8:44pm,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,You stand to make a lot of money through binary trading ...i am living testimony of binary trading...i started with just 1400 US dollars and today am worth 18000 US dollars...a trial will convince you...you can contact my trading expert manager who made it possible through facebook Ross Mike Favor of email her at rossmikefavorbinarytrade or inbox me,Itz Ambitious Elijah,43,, · Reply · May 23 at 6:34am,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,Draw some of the latest cars the GOVERNMENT is using too. Do u want more money in order to ride the latest cars,Titus Bowah,43,, · Reply · June 4 at 2:47am,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,"Assmkum.wr.wb
Infrmsi Buat yg sudah mnikh ttpi blum dikaruniai ank atau kturunan.bisa dibantu dg prodk kmi
Tersedia juga
*Pket produk peninggi badan
*Paket produk segala macam penyakit",Rhmd Aries,43,, · Reply · June 4 at 11:12pm,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,Get the hell out my country... ! Any loan will kill you not save you...,Fachry Gio,43,, · Reply · June 2 at 12:55pm,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,Y sí ese 10% tiene más riqueza que el 90 restante?And yes the 10 % has more wealth than the remaining 90?,Jesús David Cárdenas,43,, · Reply · June 2 at 9:48am,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,Mehdi Arous Ija ttha99f hobby ????,Sarah Maaoui,43,, · June 3 at 7:26pm,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,"It sounds beautiful, but how realistic is that?",Muhammad Yahaya Rilwanu,43,, · Reply · June 2 at 9:43am,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,And you intervene,Maya Hatters,43,, · May 22 at 5:47pm,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,Twin sister of world bank.. Looters,???? ?????,43,, · Reply · June 5 at 11:03am,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,How will one pay tax when there are not working,David Samuel,43,, · Reply · June 2 at 2:15am,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,"You will like it, ok IMF!",Sékou Camara,43,, · Reply · June 4 at 4:26am,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,Cry :-(,Abderazak Bla,43,, · Reply · June 3 at 9:16pm,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,They will soon join us for us to turn to noisy minority,Titus Bowah,43,, · June 4 at 2:49am,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,Nicely done!,Severina De Biasi,43,, · Reply · May 23 at 2:25am,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,Ya Apa ya maksud nya..?? What ya mean.. ??,Aeyong Mugiwara Ya,43,, · Reply · June 5 at 12:58am,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,The New World Order !,Lew Wehner,43,, · May 24 at 11:26pm,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,Mangam please ask ambanee famely,PastorDarsenam Mangam,43,, · Reply · June 2 at 12:13pm,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,"La receta, Frida. The recipe, Frida",Joaquín Sánchez,43,, · Reply · June 2 at 1:40am,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,"?????? ????? ????? ???? ??????? ???? ???, ????????...?????? ?? Our Padma Bridge Design, why use h?l?raputa...,, jja ??",Titas Titongma,43,, · Reply · June 2 at 10:58am,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,"Si, seguro... Jaja.  Yeah, sure... Haha",Luciano Vega,43,, · Reply · June 2 at 7:59am,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,Nice one,Abubakar Ndarani,43,, · Reply · June 2 at 7:24am,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,Hmmmm,Maya Hatters,43,, · Reply · May 22 at 7:02pm,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,Not in my country,Houssem Zack,43,, · Reply · June 3 at 10:02pm,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,Deepak Kumar Das Subrata Das,Gauthor Vijay,43,, · June 5 at 12:50am,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,Ayush Mishra,Kirti Upadhyay,43,, · Reply · June 2 at 7:59am,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,Sheena Devindre,Shiewin D. Tewari,43,, · Reply · May 22 at 6:59pm,,
22-May,5:45 PM,Video,,Imagine a country of 20 million people; but only 10% pay taxes. How does the government provide roads and hospitals to its people? The IMF works with governments around the world to modernize their economic policies and institutions. This helps countries strengthen their economy and create more jobs.,,,270,1400,32,39,5,2,1,Patrick Sarpong Akosa,Ransford Wepaare,43,, · Reply · June 4 at 6:15am,,
22-May,4:01 PM,Share,F&D,Fraudsters don’t have to hack into a computer if they can hack into your printer or refrigerator.,,,0,28,1,1,1,,,You stand to make a lot of money through binary trading ...i am living testimony of binary trading...i started with just 1400 US dollars and today am worth 18000 US dollars...a trial will convince you...you can contact my trading expert manager who made it possible through facebook Ross Mike Favor of email her at rossmikefavorbinarytrade or inbox me,Itz Ambitious Elijah ,3,, · Reply · May 23 at 6:34am,,
22-May,4:01 PM,Share,F&D,Fraudsters don’t have to hack into a computer if they can hack into your printer or refrigerator.,,,0,28,1,1,1,,,Hmmmm,Maya Hatters,3,, · Reply · May 22 at 5:04pm,,
22-May,4:01 PM,Share,F&D,Fraudsters don’t have to hack into a computer if they can hack into your printer or refrigerator.,,,0,28,1,1,1,,,Hmmmm,Maya Hatters,3,, · Reply · May 22 at 5:42pm,,
19-May,10:05 AM,Share,Chart,Speed of aging in Asia is remarkable. Many countries risk growing old before becoming rich- IMF’s Rhee,,,20,67,2,1,,,,"If this to be true, it's not ethical to show off results you caused. Except when we refer to the International Monetary Fund, of course.",Diego Rabasco,7,, · Reply · May 19 at 8:57pm,,
19-May,10:05 AM,Share,Chart,Speed of aging in Asia is remarkable. Many countries risk growing old before becoming rich- IMF’s Rhee,,,20,67,2,1,,,,Substantially high quality and performance must need system on regional society for generations' life of all at global area.,Yoshitaka  Torii,7,, · Reply · May 21 at 6:53pm,,
19-May,10:05 AM,Share,Chart,Speed of aging in Asia is remarkable. Many countries risk growing old before becoming rich- IMF’s Rhee,,,20,67,2,1,,,,Such speculation is somewhat #laughable.,Kenneth Awhin,7,, · Reply · May 19 at 10:19am,,
19-May,10:05 AM,Share,Chart,Speed of aging in Asia is remarkable. Many countries risk growing old before becoming rich- IMF’s Rhee,,,20,67,2,1,,,,Is aging population a problem? yes. But considering it a predominant problem is based on the presumption that TFP growth and labor productivity growth have no room to outspeed the declining working population. This presumption is not true in developing countries.,Alex Fan,7,, · Reply · May 20 at 2:01am,,
19-May,10:05 AM,Share,Chart,Speed of aging in Asia is remarkable. Many countries risk growing old before becoming rich- IMF’s Rhee,,,20,67,2,1,,,,"The Ministry of finance government commercial bank bank of Thailand factory producing legal money bills every financial institution approved by world bank money to buy land development tiara umbrella min buri, Bangkok, we have money spend income interest buy property development call. 0862221222 you eat the clouds ginseng Siri ???????? ??????? ?????????????? ??????????????????? ??????????????????? ????????????????????????????????? ???????????????????? ????????? ??????????? ???????????????????????????????????????????? ???????????????????????? ????????????????????????? ???.0862221222 ???????? ???????",???????? ???????,7,, · Reply · May 21 at 12:23pm,,
19-May,10:05 AM,Share,Chart,Speed of aging in Asia is remarkable. Many countries risk growing old before becoming rich- IMF’s Rhee,,,20,67,2,1,,,,Hmmmm,Maya Hatters,7,, · Reply · May 19 at 4:36pm,,
19-May,10:05 AM,Share,Chart,Speed of aging in Asia is remarkable. Many countries risk growing old before becoming rich- IMF’s Rhee,,,20,67,2,1,,,,population pyramid,James H Hong,7,, · Reply · May 22 at 8:19am,,
18-May,5:36 PM,Share,Blog,Did you know that you can subscribe to IMF blogs—which carry insights and analysis on pressing economic and policy issues of the day? Sign up here:,,,16,143,4,1,,,,But when you write concerns on their ethic blog they ignore you,Maya Hatters ,4,, · May 18 at 6:41pm,,
18-May,5:36 PM,Share,Blog,Did you know that you can subscribe to IMF blogs—which carry insights and analysis on pressing economic and policy issues of the day? Sign up here:,,,16,143,4,1,,,,Kakada Chhim Pichsovann Adam Keynesianomic,Kakada Chhim,4,, · May 18 at 11:51pm,,
18-May,5:36 PM,Share,Blog,Did you know that you can subscribe to IMF blogs—which carry insights and analysis on pressing economic and policy issues of the day? Sign up here:,,,16,143,4,1,,,,Thanks sis,Pichsovann Adam Keynesianomic,4,,May 18 at 11:51 pm,,
18-May,5:36 PM,Share,Blog,Did you know that you can subscribe to IMF blogs—which carry insights and analysis on pressing economic and policy issues of the day? Sign up here:,,,16,143,4,1,,,,Anthony Gonzalvez Thank you .,Anthony Gonzalvez,4,, · Reply · May 18 at 5:39pm,,
16-May,10:01 AM,Share,Table,Asia continues to be the world’s growth champion,,,48,117,1,,,,," I am trowing to save the animals shelters in ROMANIA and rebuild the shelters there and sterilize the dogs ,... I am looking for help !!! it is a big problem there . I am trowing to get them to the doctors get them well and adopted . I am asking for help !! for the companies how are sterilizing the dogs and cats . I am one of the rescuers there RACARI shelter Romania",Rodica Miter,10,, · Reply · May 30 at 12:54pm,,
16-May,10:01 AM,Share,Table,Asia continues to be the world’s growth champion,,,48,117,1,,,,,Mahi Dhar Vadlamudi CONTROL PREFERENCE TO POPULATION FROM RAJASTHAN IN STAFF OF ICICI BANK -- PLEASE GIVE THE COMPLETE FORM OF THE NAME OF THE BANK IN NAME BOARDS -- RELIEF AND REHABILITATION TO PREVENT MIGRATION OF POPULATION FROM RAJASTHAN IN TO OTHER STATES IN INDIA,Mahi Dhar Vadlamudi,10,, · Reply · May 18 at 1:40pm,,
16-May,10:01 AM,Share,Table,Asia continues to be the world’s growth champion,,,48,117,1,,,,,Suren Kumar I am need this web page,Suren Kumar,10,, · Reply · May 18 at 1:01pm,,
16-May,10:01 AM,Share,Table,Asia continues to be the world’s growth champion,,,48,117,1,,,,,"Jan Tim Domingo Falla Are you talking about population growth? Or are You talking about YOUR OWN maPHIa FamiLICE' Creaping Sneak Plotter tERRORist Population É(n(./d) É con'o M(i)C growth in YOUR OWN fake and (re)ÉÉL american and australian countries (primarily U.S.), in ...See More",Jan Tim Domingo Falla,10,, · May 17 at 4:15am,,
16-May,10:01 AM,Share,Table,Asia continues to be the world’s growth champion,,,48,117,1,,,,," I, like any reasonable citizen of Ukraine, certainly support the NOZVIZ for Ukrainians. For a long time I dream to visit Europe. But as you can see, the dream will never come true, since our scanty pensions will not allow even to think about such a trip. Sam - a military pensioner. I served the state of Ukraine for more than 20 years, I consider myself a patriot, and my pension is only 75 EUR per month! Well, tell me, where can I go to this scanty pension? Only unless to the border point. And then - stop! Don `t move! And then another month I will live on something! ..
Travel to Europe is impossible for most citizens of Ukraine, including for military retirees due to tiny pensions. Such a frankly skew-disdainful attitude towards the former military is a shame for our European state and, first of all, for President Petro Poroshenko and the government. This is an indisputable result of the total failure of economic and social policy, especially since military pensions in Ukraine have not been recounted and indexed for the last 4 years, unlike civilian ones, and remain unchanged, that is, beggarly! In addition, in violation of the provisions of the Constitution - even housing and communal benefits for the military were abolished! Where does our Guarantor of the Constitution look ?! This is a shame against the backdrop of blatant irresponsibility! And as a consequence to this - almost zero rating! President Poroshenko and the government of Ukraine headed by Groisman deserve such an assessment! And so not only military pensioners believe! But most of the economically robbed population of the country!",???? ????????,10,, · May 16 at 4:59pm,,
16-May,10:01 AM,Share,Table,Asia continues to be the world’s growth champion,,,48,117,1,,,,,"I, like any reasonable citizen of Ukraine, certainly support the NOZVIZ for Ukrainians. For a long time I dream to visit Europe. But as you can see, the dream will never come true, since our scanty pensions will not allow even to think about such a trip. Sam - a military pensioner. I served the state of Ukraine for more than 20 years, I consider myself a patriot, and my pension is only 75 EUR per month! Well, tell me, where can I go to this scanty pension? Only unless to the border point. And then - stop! Don `t move! And then another month I will live on something! ..
Travel to Europe is impossible for most citizens of Ukraine, including for military retirees due to tiny pensions. Such a frankly skew-disdainful attitude towards the former military is a shame for our European state and, first of all, for President Petro Poroshenko and the government. This is an indisputable result of the total failure of economic and social policy, especially since military pensions in Ukraine have not been recounted and indexed for the last 4 years, unlike civilian ones, and remain unchanged, that is, beggarly! In addition, in violation of the provisions of the Constitution - even housing and communal benefits for the military were abolished! Where does our Guarantor of the Constitution look ?! This is a shame against the backdrop of blatant irresponsibility! And as a consequence to this - almost zero rating! President Poroshenko and the government of Ukraine headed by Groisman deserve such an assessment! And so not only military pensioners believe! But most of the economically robbed population of the country!",???? ????????,10,, · May 16 at 4:54pm,,
16-May,10:01 AM,Share,Table,Asia continues to be the world’s growth champion,,,48,117,1,,,,,Maya Hatters Hmmm,Maya Hatters,10,, · Reply · May 16 at 10:40am,,
16-May,10:01 AM,Share,Table,Asia continues to be the world’s growth champion,,,48,117,1,,,,,Fyke Silvano ASEAN is soaring now! The most successful regional grouping next to EU. Assuming EU would still be present in tue coming years.,Fyke Silvano,10,, · Reply · May 16 at 11:49am,,
16-May,10:01 AM,Share,Table,Asia continues to be the world’s growth champion,,,48,117,1,,,,,"Miguel Elerson With $200,000 I believe I can change that in less than three years, maybe four.",Miguel Elerson,10,, · May 18 at 8:57am,,
16-May,10:01 AM,Share,Table,Asia continues to be the world’s growth champion,,,48,117,1,,,,,see saw,Md Rubal,10,, · Reply · May 16 at 11:22am,,
15-May,7:11 PM,Share,Chart,"Chart of the Week: Fair, growth-friendly and budget-neutral, French policies offer some win-win strategies",,,31,82,,3,,,, Heartly amazing,Rajesh Ranjan Karn,3,, · Reply · May 16 at 3:01pm,,
15-May,7:11 PM,Share,Chart,"Chart of the Week: Fair, growth-friendly and budget-neutral, French policies offer some win-win strategies",,,31,82,,3,,,,Efficient strategy for immigrant with nation peoples as thinking for each others.,Yoshitaka  Torii,3,, · Reply · May 16 at 12:20pm · Edited,,
15-May,7:11 PM,Share,Chart,"Chart of the Week: Fair, growth-friendly and budget-neutral, French policies offer some win-win strategies",,,31,82,,3,,,,I see,Maya Hatters,3,,May 16  3:43:00 AM,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,North Korea!!! ??????,Putra Utlela,31,, · Reply · May 16 at 3:34am,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,You didn't mention heart of Asia #Afghanistan,Edris Azimy,31,, · Reply · May 16 at 3:04am,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,Is Pakistan not in Asia?,Rana Adnan Ali,31,, · Reply · May 16 at 2:50am,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,Bhutan 11.2 in 2018 ? How is that possible ?,Ratul Sarkar,31,, · Reply · May 16 at 2:35am,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,Abdullah Hashmi Bro are we in Europe? 0_o,Muhammad Usman,31,, · May 16 at 2:23am,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,Can anyone explain me the situation in Brunei ???,Tanveer Al Jamee,31,, · Reply · May 16 at 2:15am,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,Where is Pakistan ????????????,Afzal Majeed,31,, · Reply · May 16 at 2:12am,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,Pakistan's GDP?,Doller Agarwal,31,, · Reply · May 16 at 2:08am,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,??p??h ?ïb?ã,Niraj Yadav,31,, · Reply · May 16 at 1:57am,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,Wow. IMF do you classify Pakistan in middle east? You need geography and history lessons.,Muhammed Hassan Shahbaz,31,, · May 16 at 1:25am · Edited,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,We are shifted to Europe perhaps ??,,31,, · Reply · May 16 at 2:24am,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,Or maybe you guys did not have any positive growth ??,Ashfak Joy,31,, · Reply · May 16 at 2:28am,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,You are still in south asia. But growth rate is not good enough to be included in this list.,???? ???????,31,, · Reply · May 16 at 3:27am,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,^ Why do you Indians lie so much? Pakistan is included MENAP region with P separately standing for Pakistan. Growth rate of 5+,Muhammed Hassan Shahbaz,31,,· May 16 at 6:49am,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,How's Bhutan growth double in 1 year...impossible! !!!,Lalit Tomar,31,, · May 16 at 1:14am,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,nepal,Yadu Acharya,31,, · Reply · May 16 at 1:04am,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,Bangladesh!,??????? ?????,31,, · Reply · May 15 at 10:39pm,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,Oh nepal??????,Zzoona Gaha,31,, · Reply · May 15 at 10:05pm,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,no comment,MD Jahid,31,, · Reply · May 15 at 9:57pm,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,"I think I want to be a part of something really really new. I think I want to be part of a very very elite economic and business club on this planet earth. I want to be part of somethin really new that never been done on this earth. I want to be able to buy and sell something that is really really big such as land on planets, or planets itself, or star system or galaxies or universes or multiverses or even beyond the multiverses. I think it is good to have a single emperor of every emperors for the whole universe or for the whole multiverses and beyond. I think I want to be an emperor of all emperors for the whole universe or for the whole multiverses and beyond and I wish I am able to do really relly big business transactions like buying and selling planets or buying and selling stars or buying and selling galaxies or the whole universe or the whole multiverse and beyond.",Abdul Hadi,31,, · Reply · May 15 at 7:23am,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,Show data for India too,Sachin Shende,31,, · Reply · May 15 at 2:10am · Edited,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,EMERGING MARKETS !,Vaibhav Dhabaria,31,, · May 14 at 10:33pm,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,"Exponential growth will ensure we increase use of resources, deplete them and pollute our environment faster. The growth mindset must change if humans and other life forms are to continue existing long term.  “The exponential phase of the industrial growth which has dominated human activities during the last couple of centuries is now drawing to a close. Yet during the last two centuries of unbroken industrial growth we have evolved what amounts to an exponential growth culture”, (Hubbert, 1974).",Rod Barker,31,, · Reply · May 14 at 6:06pm,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,Glad to see Bhutan's Emergence ....,Santosh Sharma,31,, · May 14 at 3:45pm,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,No data on pakistan ?,Umar Farooq,31,, · Reply · May 14 at 3:26pm,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,You need something more out of terrorism…,Santosh Sharma,31,, · Reply · May 14 at 3:43pm,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,STFU,Umar Farooq,31,, · Reply · May 14 at 4:05pm,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,I need financial support,Rockson Ankomah,31,, · May 14 at 2:28pm,,
14-May,9:15 AM,Share,Table,How much could Asian countries grow in 2017 and 2018?,,,158,2100,23,12,2,1,2,Hmm,Maya Hatters,31,, · Reply · May 14 at 10:20am,,
